vendor,item_name,size,category,material_class,unit,source_file,notes,price,price_basis
ASG,Gray,#2,glass,tumbled_terrazzo,25lb bag,ASG Retail Price List JAN-22.pdf,Parsed from tumbled terrazzo glass sheet,78.25,25lb bag
ASG,Gray,#2,glass,tumbled_terrazzo,50lb bag,ASG Retail Price List JAN-22.pdf,Parsed from tumbled terrazzo glass sheet,130.5,50lb bag
ASG,Gray,#2,glass,tumbled_terrazzo,5lb bag,ASG Retail Price List JAN-22.pdf,Parsed from tumbled terrazzo glass sheet,20.8,5lb bag
ASG,Gray,#3,glass,tumbled_terrazzo,,ASG Retail Price List JAN-22.pdf,,,
ASG,Gray,#3,glass,tumbled_terrazzo,10lb bag,ASG Retail Price List JAN-22.pdf,Parsed from tumbled terrazzo glass sheet,36.4,10lb bag
ASG,Gray,#3,glass,tumbled_terrazzo,1lb bag,ASG Retail Price List JAN-22.pdf,Parsed from tumbled terrazzo glass sheet,5.19,1lb bag
ASG,Gray,#3,glass,tumbled_terrazzo,25lb bag,ASG Retail Price List JAN-22.pdf,Parsed from tumbled terrazzo glass sheet,78.25,25lb bag
ASG,Gray,#3,glass,tumbled_terrazzo,50lb bag,ASG Retail Price List JAN-22.pdf,Parsed from tumbled terrazzo glass sheet,130.5,50lb bag
ASG,Gray,#3,glass,tumbled_terrazzo,5lb bag,ASG Retail Price List JAN-22.pdf,Parsed from tumbled terrazzo glass sheet,20.8,5lb bag
ASG,Gray,Large,glass,tumbled_landscape,,ASG Retail Price List JAN-22.pdf,,,
ASG,Gray,Medium,glass,tumbled_landscape,,ASG Retail Price List JAN-22.pdf,,,
ASG,Gray,Small,glass,tumbled_landscape,,ASG Retail Price List JAN-22.pdf,,,
ASG,Gray Reflective,#2,mirror,tempered_reflective,,ASG Retail Price List JAN-22.pdf,,,
ASG,Gray Reflective,Medium,mirror,tempered_reflective,,ASG Retail Price List JAN-22.pdf,,,
ASG,Green,Large,glass,tumbled_landscape,,ASG Retail Price List JAN-22.pdf,,,
ASG,Green,Medium,glass,tumbled_landscape,,ASG Retail Price List JAN-22.pdf,,,
ASG,Green,Small,glass,tumbled_landscape,,ASG Retail Price List JAN-22.pdf,,,
ASG,Green Apple,#1,glass,bean_pebble,,ASG Retail Price List JAN-22.pdf,,,
ASG,Green Apple,#2,glass,bean_pebble,,ASG Retail Price List JAN-22.pdf,,,
ASG,Green Apple,#3,glass,bean_pebble,,ASG Retail Price List JAN-22.pdf,,,
ASG,Green Apple,Medium,glass,bean_pebble,,ASG Retail Price List JAN-22.pdf,,,
ASG,Green Frosted,Medium,glass,frosted_glass,,ASG Retail Price List JAN-22.pdf,,,
ASG,Green Reflective,#2,mirror,tempered_reflective,,ASG Retail Price List JAN-22.pdf,,,
ASG,Green Reflective,Medium,mirror,tempered_reflective,,ASG Retail Price List JAN-22.pdf,,,
ASG,Herbal Tea,#1,glass,bean_pebble,,ASG Retail Price List JAN-22.pdf,,,
ASG,Herbal Tea,#2,glass,bean_pebble,,ASG Retail Price List JAN-22.pdf,,,
ASG,Herbal Tea,#3,glass,bean_pebble,,ASG Retail Price List JAN-22.pdf,,,
ASG,Herbal Tea,Medium,glass,bean_pebble,,ASG Retail Price List JAN-22.pdf,,,
ASG,Jewel Mix,Large,glass,tumbled_landscape,,ASG Retail Price List JAN-22.pdf,,,
ASG,Jewel Mix,Medium,glass,tumbled_landscape,,ASG Retail Price List JAN-22.pdf,,,
ASG,Jewel Mix,Small,glass,tumbled_landscape,,ASG Retail Price List JAN-22.pdf,,,
ASG,Light Blue,#0,glass,tumbled_terrazzo,,ASG Retail Price List JAN-22.pdf,,,
ASG,Light Blue,#0,glass,tumbled_terrazzo,10lb bag,ASG Retail Price List JAN-22.pdf,Parsed from tumbled terrazzo glass sheet,36.4,10lb bag
ASG,Light Blue,#0,glass,tumbled_terrazzo,1lb bag,ASG Retail Price List JAN-22.pdf,Parsed from tumbled terrazzo glass sheet,5.19,1lb bag
ASG,Light Blue,#0,glass,tumbled_terrazzo,25lb bag,ASG Retail Price List JAN-22.pdf,Parsed from tumbled terrazzo glass sheet,78.25,25lb bag
ASG,Light Blue,#0,glass,tumbled_terrazzo,50lb bag,ASG Retail Price List JAN-22.pdf,Parsed from tumbled terrazzo glass sheet,130.5,50lb bag
ASG,Light Blue,#0,glass,tumbled_terrazzo,5lb bag,ASG Retail Price List JAN-22.pdf,Parsed from tumbled terrazzo glass sheet,20.8,5lb bag
ASG,Light Blue,#00,glass,tumbled_terrazzo,,ASG Retail Price List JAN-22.pdf,,,
ASG,Light Blue,#1,glass,tumbled_terrazzo,,ASG Retail Price List JAN-22.pdf,,,
ASG,Light Blue,#1,glass,tumbled_terrazzo,10lb bag,ASG Retail Price List JAN-22.pdf,Parsed from tumbled terrazzo glass sheet,36.4,10lb bag
ASG,Light Blue,#1,glass,tumbled_terrazzo,1lb bag,ASG Retail Price List JAN-22.pdf,Parsed from tumbled terrazzo glass sheet,5.19,1lb bag
ASG,Light Blue,#1,glass,tumbled_terrazzo,25lb bag,ASG Retail Price List JAN-22.pdf,Parsed from tumbled terrazzo glass sheet,78.25,25lb bag
ASG,Light Blue,#1,glass,tumbled_terrazzo,50lb bag,ASG Retail Price List JAN-22.pdf,Parsed from tumbled terrazzo glass sheet,130.5,50lb bag
ASG,Light Blue,#1,glass,tumbled_terrazzo,5lb bag,ASG Retail Price List JAN-22.pdf,Parsed from tumbled terrazzo glass sheet,20.8,5lb bag
ASG,Light Blue,#2,glass,tumbled_terrazzo,,ASG Retail Price List JAN-22.pdf,,,
ASG,Light Blue,#2,glass,tumbled_terrazzo,10lb bag,ASG Retail Price List JAN-22.pdf,Parsed from tumbled terrazzo glass sheet,36.4,10lb bag
ASG,Light Blue,#2,glass,tumbled_terrazzo,1lb bag,ASG Retail Price List JAN-22.pdf,Parsed from tumbled terrazzo glass sheet,5.19,1lb bag
ASG,Light Blue,#2,glass,tumbled_terrazzo,25lb bag,ASG Retail Price List JAN-22.pdf,Parsed from tumbled terrazzo glass sheet,78.25,25lb bag
ASG,Light Blue,#2,glass,tumbled_terrazzo,50lb bag,ASG Retail Price List JAN-22.pdf,Parsed from tumbled terrazzo glass sheet,130.5,50lb bag
ASG,Light Blue,#2,glass,tumbled_terrazzo,5lb bag,ASG Retail Price List JAN-22.pdf,Parsed from tumbled terrazzo glass sheet,20.8,5lb bag
ASG,Light Blue,#3,glass,tumbled_terrazzo,,ASG Retail Price List JAN-22.pdf,,,
ASG,Light Blue,#3,glass,tumbled_terrazzo,10lb bag,ASG Retail Price List JAN-22.pdf,Parsed from tumbled terrazzo glass sheet,36.4,10lb bag
ASG,Light Blue,#3,glass,tumbled_terrazzo,1lb bag,ASG Retail Price List JAN-22.pdf,Parsed from tumbled terrazzo glass sheet,5.19,1lb bag
ASG,Light Blue,#3,glass,tumbled_terrazzo,25lb bag,ASG Retail Price List JAN-22.pdf,Parsed from tumbled terrazzo glass sheet,78.25,25lb bag
ASG,Light Blue,#3,glass,tumbled_terrazzo,50lb bag,ASG Retail Price List JAN-22.pdf,Parsed from tumbled terrazzo glass sheet,130.5,50lb bag
ASG,Light Blue,#3,glass,tumbled_terrazzo,5lb bag,ASG Retail Price List JAN-22.pdf,Parsed from tumbled terrazzo glass sheet,20.8,5lb bag
ASG,Light Gray Frosted,Medium,glass,frosted_glass,,ASG Retail Price List JAN-22.pdf,,,
ASG,Light Green,#0,glass,tumbled_terrazzo,,ASG Retail Price List JAN-22.pdf,,,
ASG,Light Green,#0,glass,tumbled_terrazzo,10lb bag,ASG Retail Price List JAN-22.pdf,Parsed from tumbled terrazzo glass sheet,36.4,10lb bag
ASG,Light Green,#0,glass,tumbled_terrazzo,1lb bag,ASG Retail Price List JAN-22.pdf,Parsed from tumbled terrazzo glass sheet,5.19,1lb bag
ASG,Light Green,#0,glass,tumbled_terrazzo,25lb bag,ASG Retail Price List JAN-22.pdf,Parsed from tumbled terrazzo glass sheet,78.25,25lb bag
ASG,Light Green,#0,glass,tumbled_terrazzo,50lb bag,ASG Retail Price List JAN-22.pdf,Parsed from tumbled terrazzo glass sheet,130.5,50lb bag
ASG,Light Green,#0,glass,tumbled_terrazzo,5lb bag,ASG Retail Price List JAN-22.pdf,Parsed from tumbled terrazzo glass sheet,20.8,5lb bag
ASG,Light Green,#00,glass,tumbled_terrazzo,,ASG Retail Price List JAN-22.pdf,,,
ASG,Light Green,#1,glass,tumbled_terrazzo,,ASG Retail Price List JAN-22.pdf,,,
ASG,Light Green,#1,glass,tumbled_terrazzo,10lb bag,ASG Retail Price List JAN-22.pdf,Parsed from tumbled terrazzo glass sheet,36.4,10lb bag
ASG,Light Green,#1,glass,tumbled_terrazzo,1lb bag,ASG Retail Price List JAN-22.pdf,Parsed from tumbled terrazzo glass sheet,5.19,1lb bag
ASG,Light Green,#1,glass,tumbled_terrazzo,25lb bag,ASG Retail Price List JAN-22.pdf,Parsed from tumbled terrazzo glass sheet,78.25,25lb bag
ASG,Light Green,#1,glass,tumbled_terrazzo,50lb bag,ASG Retail Price List JAN-22.pdf,Parsed from tumbled terrazzo glass sheet,130.5,50lb bag
ASG,Light Green,#1,glass,tumbled_terrazzo,5lb bag,ASG Retail Price List JAN-22.pdf,Parsed from tumbled terrazzo glass sheet,20.8,5lb bag
ASG,Light Green,#2,glass,tumbled_terrazzo,,ASG Retail Price List JAN-22.pdf,,,
ASG,Light Green,#2,glass,tumbled_terrazzo,10lb bag,ASG Retail Price List JAN-22.pdf,Parsed from tumbled terrazzo glass sheet,36.4,10lb bag
ASG,Light Green,#2,glass,tumbled_terrazzo,1lb bag,ASG Retail Price List JAN-22.pdf,Parsed from tumbled terrazzo glass sheet,5.19,1lb bag
ASG,Light Green,#2,glass,tumbled_terrazzo,25lb bag,ASG Retail Price List JAN-22.pdf,Parsed from tumbled terrazzo glass sheet,78.25,25lb bag
ASG,Light Green,#2,glass,tumbled_terrazzo,50lb bag,ASG Retail Price List JAN-22.pdf,Parsed from tumbled terrazzo glass sheet,130.5,50lb bag
ASG,Light Green,#2,glass,tumbled_terrazzo,5lb bag,ASG Retail Price List JAN-22.pdf,Parsed from tumbled terrazzo glass sheet,20.8,5lb bag
ASG,Light Green,#3,glass,tumbled_terrazzo,,ASG Retail Price List JAN-22.pdf,,,
ASG,Light Green,#3,glass,tumbled_terrazzo,10lb bag,ASG Retail Price List JAN-22.pdf,Parsed from tumbled terrazzo glass sheet,36.4,10lb bag
ASG,Light Green,#3,glass,tumbled_terrazzo,1lb bag,ASG Retail Price List JAN-22.pdf,Parsed from tumbled terrazzo glass sheet,5.19,1lb bag
ASG,Light Green,#3,glass,tumbled_terrazzo,25lb bag,ASG Retail Price List JAN-22.pdf,Parsed from tumbled terrazzo glass sheet,78.25,25lb bag
ASG,Light Green,#3,glass,tumbled_terrazzo,50lb bag,ASG Retail Price List JAN-22.pdf,Parsed from tumbled terrazzo glass sheet,130.5,50lb bag
ASG,Light Green,#3,glass,tumbled_terrazzo,5lb bag,ASG Retail Price List JAN-22.pdf,Parsed from tumbled terrazzo glass sheet,20.8,5lb bag
ASG,Mirror,#0,glass,tumbled_terrazzo,,ASG Retail Price List JAN-22.pdf,,,
ASG,Mirror,#0,glass,tumbled_terrazzo,10lb bag,ASG Retail Price List JAN-22.pdf,Parsed from tumbled terrazzo glass sheet,36.4,10lb bag
ASG,Mirror,#0,glass,tumbled_terrazzo,1lb bag,ASG Retail Price List JAN-22.pdf,Parsed from tumbled terrazzo glass sheet,5.19,1lb bag
ASG,Mirror,#0,glass,tumbled_terrazzo,25lb bag,ASG Retail Price List JAN-22.pdf,Parsed from tumbled terrazzo glass sheet,78.25,25lb bag
ASG,Mirror,#0,glass,tumbled_terrazzo,50lb bag,ASG Retail Price List JAN-22.pdf,Parsed from tumbled terrazzo glass sheet,130.5,50lb bag
ASG,Mirror,#0,glass,tumbled_terrazzo,5lb bag,ASG Retail Price List JAN-22.pdf,Parsed from tumbled terrazzo glass sheet,20.8,5lb bag
ASG,Mirror,#00,glass,tumbled_terrazzo,,ASG Retail Price List JAN-22.pdf,,,
ASG,Mirror,#1,glass,tumbled_terrazzo,,ASG Retail Price List JAN-22.pdf,,,
ASG,Mirror,#1,glass,tumbled_terrazzo,10lb bag,ASG Retail Price List JAN-22.pdf,Parsed from tumbled terrazzo glass sheet,36.4,10lb bag
ASG,Mirror,#1,glass,tumbled_terrazzo,1lb bag,ASG Retail Price List JAN-22.pdf,Parsed from tumbled terrazzo glass sheet,5.19,1lb bag
ASG,Mirror,#1,glass,tumbled_terrazzo,25lb bag,ASG Retail Price List JAN-22.pdf,Parsed from tumbled terrazzo glass sheet,78.25,25lb bag
ASG,Mirror,#1,glass,tumbled_terrazzo,50lb bag,ASG Retail Price List JAN-22.pdf,Parsed from tumbled terrazzo glass sheet,130.5,50lb bag
ASG,Mirror,#1,glass,tumbled_terrazzo,5lb bag,ASG Retail Price List JAN-22.pdf,Parsed from tumbled terrazzo glass sheet,20.8,5lb bag
ASG,Mirror,#2,glass,tumbled_terrazzo,,ASG Retail Price List JAN-22.pdf,,,
ASG,Mirror,#2,glass,tumbled_terrazzo,10lb bag,ASG Retail Price List JAN-22.pdf,Parsed from tumbled terrazzo glass sheet,36.4,10lb bag
ASG,Mirror,#2,glass,tumbled_terrazzo,1lb bag,ASG Retail Price List JAN-22.pdf,Parsed from tumbled terrazzo glass sheet,5.19,1lb bag
ASG,Mirror,#2,glass,tumbled_terrazzo,25lb bag,ASG Retail Price List JAN-22.pdf,Parsed from tumbled terrazzo glass sheet,78.25,25lb bag
ASG,Mirror,#2,glass,tumbled_terrazzo,50lb bag,ASG Retail Price List JAN-22.pdf,Parsed from tumbled terrazzo glass sheet,130.5,50lb bag
ASG,Mirror,#2,glass,tumbled_terrazzo,5lb bag,ASG Retail Price List JAN-22.pdf,Parsed from tumbled terrazzo glass sheet,20.8,5lb bag
ASG,Mirror,#3,glass,tumbled_terrazzo,,ASG Retail Price List JAN-22.pdf,,,
ASG,Mirror,#3,glass,tumbled_terrazzo,10lb bag,ASG Retail Price List JAN-22.pdf,Parsed from tumbled terrazzo glass sheet,36.4,10lb bag
ASG,Mirror,#3,glass,tumbled_terrazzo,1lb bag,ASG Retail Price List JAN-22.pdf,Parsed from tumbled terrazzo glass sheet,5.19,1lb bag
ASG,Mirror,#3,glass,tumbled_terrazzo,25lb bag,ASG Retail Price List JAN-22.pdf,Parsed from tumbled terrazzo glass sheet,78.25,25lb bag
ASG,Mirror,#3,glass,tumbled_terrazzo,50lb bag,ASG Retail Price List JAN-22.pdf,Parsed from tumbled terrazzo glass sheet,130.5,50lb bag
ASG,Mirror,#3,glass,tumbled_terrazzo,5lb bag,ASG Retail Price List JAN-22.pdf,Parsed from tumbled terrazzo glass sheet,20.8,5lb bag
ASG,Mother of Pearl,#0,glass,tumbled_terrazzo,,ASG Retail Price List JAN-22.pdf,,,
ASG,Mother of Pearl,#0,glass,tumbled_terrazzo,10lb bag,ASG Retail Price List JAN-22.pdf,Parsed from tumbled terrazzo glass sheet,37.9,10lb bag
ASG,Mother of Pearl,#0,glass,tumbled_terrazzo,1lb bag,ASG Retail Price List JAN-22.pdf,Parsed from tumbled terrazzo glass sheet,5.34,1lb bag
ASG,Mother of Pearl,#0,glass,tumbled_terrazzo,25lb bag,ASG Retail Price List JAN-22.pdf,Parsed from tumbled terrazzo glass sheet,82.0,25lb bag
ASG,Mother of Pearl,#0,glass,tumbled_terrazzo,50lb bag,ASG Retail Price List JAN-22.pdf,Parsed from tumbled terrazzo glass sheet,138.0,50lb bag
ASG,Mother of Pearl,#0,glass,tumbled_terrazzo,5lb bag,ASG Retail Price List JAN-22.pdf,Parsed from tumbled terrazzo glass sheet,21.55,5lb bag
ASG,Mother of Pearl,#00,glass,tumbled_terrazzo,,ASG Retail Price List JAN-22.pdf,,,
ASG,Mother of Pearl,#1,glass,tumbled_terrazzo,,ASG Retail Price List JAN-22.pdf,,,
ASG,Mother of Pearl,#1,glass,tumbled_terrazzo,10lb bag,ASG Retail Price List JAN-22.pdf,Parsed from tumbled terrazzo glass sheet,37.9,10lb bag
ASG,Mother of Pearl,#1,glass,tumbled_terrazzo,1lb bag,ASG Retail Price List JAN-22.pdf,Parsed from tumbled terrazzo glass sheet,5.34,1lb bag
ASG,Mother of Pearl,#1,glass,tumbled_terrazzo,25lb bag,ASG Retail Price List JAN-22.pdf,Parsed from tumbled terrazzo glass sheet,82.0,25lb bag
ASG,Mother of Pearl,#1,glass,tumbled_terrazzo,50lb bag,ASG Retail Price List JAN-22.pdf,Parsed from tumbled terrazzo glass sheet,138.0,50lb bag
ASG,Mother of Pearl,#1,glass,tumbled_terrazzo,5lb bag,ASG Retail Price List JAN-22.pdf,Parsed from tumbled terrazzo glass sheet,21.55,5lb bag
ASG,Mother of Pearl,#2,glass,tumbled_terrazzo,,ASG Retail Price List JAN-22.pdf,,,
ASG,Mother of Pearl,#2,glass,tumbled_terrazzo,10lb bag,ASG Retail Price List JAN-22.pdf,Parsed from tumbled terrazzo glass sheet,37.9,10lb bag
ASG,Mother of Pearl,#2,glass,tumbled_terrazzo,1lb bag,ASG Retail Price List JAN-22.pdf,Parsed from tumbled terrazzo glass sheet,5.34,1lb bag
ASG,Mother of Pearl,#2,glass,tumbled_terrazzo,25lb bag,ASG Retail Price List JAN-22.pdf,Parsed from tumbled terrazzo glass sheet,82.0,25lb bag
ASG,Mother of Pearl,#2,glass,tumbled_terrazzo,50lb bag,ASG Retail Price List JAN-22.pdf,Parsed from tumbled terrazzo glass sheet,138.0,50lb bag
ASG,Mother of Pearl,#2,glass,tumbled_terrazzo,5lb bag,ASG Retail Price List JAN-22.pdf,Parsed from tumbled terrazzo glass sheet,21.55,5lb bag
ASG,Mother of Pearl,#3,glass,tumbled_terrazzo,,ASG Retail Price List JAN-22.pdf,,,
ASG,Mother of Pearl,#3,glass,tumbled_terrazzo,10lb bag,ASG Retail Price List JAN-22.pdf,Parsed from tumbled terrazzo glass sheet,37.9,10lb bag
ASG,Mother of Pearl,#3,glass,tumbled_terrazzo,1lb bag,ASG Retail Price List JAN-22.pdf,Parsed from tumbled terrazzo glass sheet,5.34,1lb bag
ASG,Mother of Pearl,#3,glass,tumbled_terrazzo,25lb bag,ASG Retail Price List JAN-22.pdf,Parsed from tumbled terrazzo glass sheet,82.0,25lb bag
ASG,Mother of Pearl,#3,glass,tumbled_terrazzo,50lb bag,ASG Retail Price List JAN-22.pdf,Parsed from tumbled terrazzo glass sheet,138.0,50lb bag
ASG,Mother of Pearl,#3,glass,tumbled_terrazzo,5lb bag,ASG Retail Price List JAN-22.pdf,Parsed from tumbled terrazzo glass sheet,21.55,5lb bag
ASG,Orange,Large,glass,tumbled_landscape,,ASG Retail Price List JAN-22.pdf,,,
ASG,Orange,Medium,glass,tumbled_landscape,,ASG Retail Price List JAN-22.pdf,,,
ASG,Orange,Small,glass,tumbled_landscape,,ASG Retail Price List JAN-22.pdf,,,
ASG,Pineapple,#1,glass,bean_pebble,,ASG Retail Price List JAN-22.pdf,,,
ASG,Pineapple,#2,glass,bean_pebble,,ASG Retail Price List JAN-22.pdf,,,
ASG,Pineapple,#3,glass,bean_pebble,,ASG Retail Price List JAN-22.pdf,,,
ASG,Pineapple,Medium,glass,bean_pebble,,ASG Retail Price List JAN-22.pdf,,,
ASG,Pineapple Iridescent,#1,glass,bean_pebble_iridescent,,ASG Retail Price List JAN-22.pdf,,,
ASG,Pineapple Iridescent,#2,glass,bean_pebble_iridescent,,ASG Retail Price List JAN-22.pdf,,,
ASG,Pineapple Iridescent,#3,glass,bean_pebble_iridescent,,ASG Retail Price List JAN-22.pdf,,,
ASG,Pineapple Iridescent,Medium,glass,bean_pebble_iridescent,,ASG Retail Price List JAN-22.pdf,,,
ASG,Purple,#0,glass,tumbled_terrazzo,,ASG Retail Price List JAN-22.pdf,,,
ASG,Purple,#0,glass,tumbled_terrazzo,10lb bag,ASG Retail Price List JAN-22.pdf,Parsed from tumbled terrazzo glass sheet,36.4,10lb bag
ASG,Purple,#0,glass,tumbled_terrazzo,1lb bag,ASG Retail Price List JAN-22.pdf,Parsed from tumbled terrazzo glass sheet,5.19,1lb bag
ASG,Purple,#0,glass,tumbled_terrazzo,25lb bag,ASG Retail Price List JAN-22.pdf,Parsed from tumbled terrazzo glass sheet,78.25,25lb bag
ASG,Purple,#0,glass,tumbled_terrazzo,50lb bag,ASG Retail Price List JAN-22.pdf,Parsed from tumbled terrazzo glass sheet,130.5,50lb bag
ASG,Purple,#0,glass,tumbled_terrazzo,5lb bag,ASG Retail Price List JAN-22.pdf,Parsed from tumbled terrazzo glass sheet,20.8,5lb bag
ASG,Purple,#00,glass,tumbled_terrazzo,,ASG Retail Price List JAN-22.pdf,,,
ASG,Purple,#1,glass,tumbled_terrazzo,,ASG Retail Price List JAN-22.pdf,,,
ASG,Purple,#1,glass,tumbled_terrazzo,10lb bag,ASG Retail Price List JAN-22.pdf,Parsed from tumbled terrazzo glass sheet,36.4,10lb bag
ASG,Purple,#1,glass,tumbled_terrazzo,1lb bag,ASG Retail Price List JAN-22.pdf,Parsed from tumbled terrazzo glass sheet,5.19,1lb bag
ASG,Purple,#1,glass,tumbled_terrazzo,25lb bag,ASG Retail Price List JAN-22.pdf,Parsed from tumbled terrazzo glass sheet,78.25,25lb bag
ASG,Purple,#1,glass,tumbled_terrazzo,50lb bag,ASG Retail Price List JAN-22.pdf,Parsed from tumbled terrazzo glass sheet,130.5,50lb bag
ASG,Purple,#1,glass,tumbled_terrazzo,5lb bag,ASG Retail Price List JAN-22.pdf,Parsed from tumbled terrazzo glass sheet,20.8,5lb bag
ASG,Purple,#2,glass,tumbled_terrazzo,,ASG Retail Price List JAN-22.pdf,,,
ASG,Purple,#2,glass,tumbled_terrazzo,10lb bag,ASG Retail Price List JAN-22.pdf,Parsed from tumbled terrazzo glass sheet,36.4,10lb bag
ASG,Purple,#2,glass,tumbled_terrazzo,1lb bag,ASG Retail Price List JAN-22.pdf,Parsed from tumbled terrazzo glass sheet,5.19,1lb bag
ASG,Purple,#2,glass,tumbled_terrazzo,25lb bag,ASG Retail Price List JAN-22.pdf,Parsed from tumbled terrazzo glass sheet,78.25,25lb bag
ASG,Purple,#2,glass,tumbled_terrazzo,50lb bag,ASG Retail Price List JAN-22.pdf,Parsed from tumbled terrazzo glass sheet,130.5,50lb bag
ASG,Purple,#2,glass,tumbled_terrazzo,5lb bag,ASG Retail Price List JAN-22.pdf,Parsed from tumbled terrazzo glass sheet,20.8,5lb bag
ASG,Purple,#3,glass,tumbled_terrazzo,,ASG Retail Price List JAN-22.pdf,,,
ASG,Purple,#3,glass,tumbled_terrazzo,10lb bag,ASG Retail Price List JAN-22.pdf,Parsed from tumbled terrazzo glass sheet,36.4,10lb bag
ASG,Purple,#3,glass,tumbled_terrazzo,1lb bag,ASG Retail Price List JAN-22.pdf,Parsed from tumbled terrazzo glass sheet,5.19,1lb bag
ASG,Purple,#3,glass,tumbled_terrazzo,25lb bag,ASG Retail Price List JAN-22.pdf,Parsed from tumbled terrazzo glass sheet,78.25,25lb bag
ASG,Purple,#3,glass,tumbled_terrazzo,50lb bag,ASG Retail Price List JAN-22.pdf,Parsed from tumbled terrazzo glass sheet,130.5,50lb bag
ASG,Purple,#3,glass,tumbled_terrazzo,5lb bag,ASG Retail Price List JAN-22.pdf,Parsed from tumbled terrazzo glass sheet,20.8,5lb bag
ASG,Purple,Large,glass,tumbled_landscape,,ASG Retail Price List JAN-22.pdf,,,
ASG,Purple,Medium,glass,tumbled_landscape,,ASG Retail Price List JAN-22.pdf,,,
ASG,Purple,Small,glass,tumbled_landscape,,ASG Retail Price List JAN-22.pdf,,,
ASG,Red,Large,glass,tumbled_landscape,,ASG Retail Price List JAN-22.pdf,,,
ASG,Red,Medium,glass,tumbled_landscape,,ASG Retail Price List JAN-22.pdf,,,
ASG,Red,Small,glass,tumbled_landscape,,ASG Retail Price List JAN-22.pdf,,,
ASG,Red Frosted,Medium,glass,frosted_glass,,ASG Retail Price List JAN-22.pdf,,,
ASG,River Mix,Large,glass,tumbled_landscape,,ASG Retail Price List JAN-22.pdf,,,
ASG,River Mix,Medium,glass,tumbled_landscape,,ASG Retail Price List JAN-22.pdf,,,
ASG,River Mix,Small,glass,tumbled_landscape,,ASG Retail Price List JAN-22.pdf,,,
ASG,Root Beer,#1,glass,bean_pebble,,ASG Retail Price List JAN-22.pdf,,,
ASG,Root Beer,#2,glass,bean_pebble,,ASG Retail Price List JAN-22.pdf,,,
ASG,Root Beer,#3,glass,bean_pebble,,ASG Retail Price List JAN-22.pdf,,,
ASG,Root Beer,Medium,glass,bean_pebble,,ASG Retail Price List JAN-22.pdf,,,
ASG,Root Beer Iridescent,#1,glass,bean_pebble_iridescent,,ASG Retail Price List JAN-22.pdf,,,
ASG,Root Beer Iridescent,#2,glass,bean_pebble_iridescent,,ASG Retail Price List JAN-22.pdf,,,
ASG,Root Beer Iridescent,#3,glass,bean_pebble_iridescent,,ASG Retail Price List JAN-22.pdf,,,
ASG,Root Beer Iridescent,Medium,glass,bean_pebble_iridescent,,ASG Retail Price List JAN-22.pdf,,,
ASG,Strawberry,#1,glass,bean_pebble,,ASG Retail Price List JAN-22.pdf,,,
ASG,Strawberry,#2,glass,bean_pebble,,ASG Retail Price List JAN-22.pdf,,,
ASG,Strawberry,#3,glass,bean_pebble,,ASG Retail Price List JAN-22.pdf,,,
ASG,Strawberry,Medium,glass,bean_pebble,,ASG Retail Price List JAN-22.pdf,,,
ASG,Strawberry Iridescent,#1,glass,bean_pebble_iridescent,,ASG Retail Price List JAN-22.pdf,,,
ASG,Strawberry Iridescent,#2,glass,bean_pebble_iridescent,,ASG Retail Price List JAN-22.pdf,,,
ASG,Strawberry Iridescent,#3,glass,bean_pebble_iridescent,,ASG Retail Price List JAN-22.pdf,,,
ASG,Strawberry Iridescent,Medium,glass,bean_pebble_iridescent,,ASG Retail Price List JAN-22.pdf,,,
ASG,Sunshine Mix,Large,glass,tumbled_landscape,,ASG Retail Price List JAN-22.pdf,,,
ASG,Sunshine Mix,Medium,glass,tumbled_landscape,,ASG Retail Price List JAN-22.pdf,,,
ASG,Sunshine Mix,Small,glass,tumbled_landscape,,ASG Retail Price List JAN-22.pdf,,,
ASG,Tangerine,#1,glass,bean_pebble,,ASG Retail Price List JAN-22.pdf,,,
ASG,Tangerine,#2,glass,bean_pebble,,ASG Retail Price List JAN-22.pdf,,,
ASG,Tangerine,#3,glass,bean_pebble,,ASG Retail Price List JAN-22.pdf,,,
ASG,Tangerine,Medium,glass,bean_pebble,,ASG Retail Price List JAN-22.pdf,,,
ASG,Teal,#0,glass,tumbled_terrazzo,,ASG Retail Price List JAN-22.pdf,,,
ASG,Teal,#0,glass,tumbled_terrazzo,10lb bag,ASG Retail Price List JAN-22.pdf,Parsed from tumbled terrazzo glass sheet,36.4,10lb bag
ASG,Teal,#0,glass,tumbled_terrazzo,1lb bag,ASG Retail Price List JAN-22.pdf,Parsed from tumbled terrazzo glass sheet,5.19,1lb bag
ASG,Teal,#0,glass,tumbled_terrazzo,25lb bag,ASG Retail Price List JAN-22.pdf,Parsed from tumbled terrazzo glass sheet,78.25,25lb bag
ASG,Teal,#0,glass,tumbled_terrazzo,50lb bag,ASG Retail Price List JAN-22.pdf,Parsed from tumbled terrazzo glass sheet,130.5,50lb bag
ASG,Teal,#0,glass,tumbled_terrazzo,5lb bag,ASG Retail Price List JAN-22.pdf,Parsed from tumbled terrazzo glass sheet,20.8,5lb bag
ASG,Teal,#00,glass,tumbled_terrazzo,,ASG Retail Price List JAN-22.pdf,,,
ASG,Teal,#1,glass,tumbled_terrazzo,,ASG Retail Price List JAN-22.pdf,,,
